head_id,pess_gap_p_h,bellman_err_e_h,rho_h,min_win_rate_d_h,eta_h,q_sa_mean_h,q_next_mean_h,selected,rho_mean,rho_std,rho_cv,rho_d_corr,num_samples,critic_subsample_size,e_weight,selected_low_rho,selected_low_eta,selected_high_eta,selected_random_topk
0,0.42903859199228367,26.52032260559221,3.0810708525515045,0.1050486,3.236621471951273,-384.84348966622116,-383.8233631608987,0,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,0,0,1,0
1,0.3458095411949165,22.31360439946844,2.5771699811417603,0.096781,2.494210630027744,-384.977992246213,-383.8130615872097,1,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,1,1,0,0
2,0.4462309866813668,25.725764397802568,3.0188074264616236,0.1036086,3.1277437984785377,-384.91602582326175,-383.8711200964999,0,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,0,0,1,1
3,0.33839533634090485,24.386405124026183,2.777035848743523,0.0988014,2.743750022685481,-384.8102293041277,-383.8133088089955,1,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,1,1,0,1
4,0.3579871335223204,24.312412221915228,2.7892283557138433,0.0986124,2.750524747997483,-384.8338617758608,-383.80605572910787,1,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,1,1,0,1
5,0.2967450750967032,24.15810942582516,2.712556017679219,0.0958926,2.6011402316950396,-384.8857011566019,-383.7932410928917,1,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,1,1,0,0
6,0.35444041761115846,34.51041286696521,3.8054817043076796,0.1034858,3.9381327917431577,-384.5478913620758,-383.82422675154805,0,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,0,0,1,1
7,0.29673397607803415,22.848346757520368,2.581568651830071,0.1025902,2.6484361782061563,-384.99616583776,-383.87664553930523,1,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,1,1,0,1
8,0.45457081992473686,34.33475163321775,3.888045983246512,0.0977876,3.8020264737105194,-385.0373027795076,-383.7878061427307,0,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,0,0,1,0
9,0.3728890521275528,28.386013494796916,3.2114904016072447,0.0973918,3.127727996179725,-384.8018695717311,-383.7905539546251,0,3.0442455223282985,0.44722879312508096,0.1469095670423902,0.19734188288105847,50000,2,0.1,0,0,1,0
