head_id,pess_gap_p_h,bellman_err_e_h,rho_h,min_win_rate_d_h,eta_h,q_sa_mean_h,q_next_mean_h,selected,rho_mean,rho_std,rho_cv,rho_d_corr,num_samples,critic_subsample_size,e_weight,selected_low_rho,selected_low_eta,selected_high_eta,selected_random_topk
0,0.5041211948643216,22.25394644676096,2.7295158395404178,0.0936014,2.5548647835451064,-381.16406941378,-379.68724133398297,1,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,1,1,0,0
1,0.5047644856197845,22.12430244585061,2.7171947302048456,0.1004474,2.729351186492664,-381.3401030906808,-379.7671490854859,1,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,1,1,0,0
2,0.3335592601567751,25.677584950965663,2.9013177552533413,0.09938,2.883329296837841,-380.8645080515718,-379.75881084243775,0,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,0,0,1,1
3,0.5525461339984424,26.629417768097678,3.2154879108082106,0.1001602,3.2206388003774453,-381.05656454683185,-379.58271350848673,0,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,0,0,1,1
4,0.5181273481485855,25.904068091080287,3.1085341572566145,0.1112118,3.457056444194267,-381.3050186859298,-379.8511690270138,0,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,0,0,1,1
5,0.347604469418908,23.061871045435982,2.653791573962506,0.0981574,2.6048925499314177,-381.00580023954035,-379.71963059369324,1,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,1,1,0,0
6,0.8153087445164687,97.11716613976876,10.527025358493344,0.1052336,11.077966649858787,-380.82156219499467,-379.82206063488485,0,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,0,0,1,1
7,0.5004296534096726,23.35073916084786,2.8355035694944584,0.1016542,2.8824081813002174,-381.1183592581451,-379.7835728135777,0,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,1,0,1,1
8,0.37298914831380925,23.528559364344314,2.725845084748241,0.0956928,2.608437224414242,-381.03120091689703,-379.7308639931202,1,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,1,1,0,0
9,0.39704846588950227,24.7767589277443,2.8747243586639324,0.0944612,2.715498854336369,-380.94749275819777,-379.72559821946857,1,3.628894033842591,2.3056431062343243,0.635356965063909,0.38644240659171314,50000,2,0.1,0,1,0,0
