head_id,pess_gap_p_h,bellman_err_e_h,rho_h,min_win_rate_d_h,eta_h,q_sa_mean_h,q_next_mean_h,selected,rho_mean,rho_std,rho_cv,rho_d_corr,num_samples,critic_subsample_size,e_weight,selected_low_rho,selected_low_eta,selected_high_eta,selected_random_topk
0,0.4529573387233744,16.62462033433901,2.1154193721572754,0.0955792,2.0219007103628757,-388.04833282173155,-386.3115250806737,1,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,1,1,0,0
1,0.548418793469621,16.285770343647737,2.1769958278343946,0.0997636,2.1718491925124748,-388.2837236984539,-386.3583047591972,1,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,1,1,0,0
2,0.4760791749110828,16.23222645972016,2.099301820883099,0.1015324,2.1314713088391803,-388.13368064224244,-386.4302372431433,1,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,1,1,0,1
3,0.42508152228885987,19.66003801147294,2.3910853234361538,0.1003756,2.40006599990438,-387.83306758876324,-386.3775144421625,0,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,0,0,1,1
4,0.545238876496662,26.315738224910344,3.176812698987697,0.1066838,3.3891441672482197,-387.9828874872565,-386.447723143636,0,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,0,0,1,1
5,0.3774254474417695,17.1459331079214,2.09201875823391,0.0985656,2.062010634964739,-387.81803304461005,-386.3515174241078,1,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,1,1,0,0
6,0.4491359383220681,18.32970529048827,2.2821064673708955,0.0989522,2.2581943299863503,-387.8630972842741,-386.38203802034377,0,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,0,0,1,1
7,0.44270291714897236,18.046342370702018,2.2473371542191742,0.099432,2.234572055726004,-387.7175723489857,-386.4017011401987,1,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,1,1,0,1
8,0.4775285765439998,18.33001826048586,2.310530402592586,0.0996726,2.302965495757948,-387.9527818537426,-386.3912047531748,0,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,0,0,1,0
9,0.469528257089902,18.80825608122918,2.35035386521282,0.099443,2.3372621604573687,-387.9015556342387,-386.3575972180581,0,2.324196169092801,0.30161539164846446,0.1297719161410004,0.8416310241859662,50000,2,0.1,0,0,1,0
