head_id,pess_gap_p_h,bellman_err_e_h,rho_h,min_win_rate_d_h,eta_h,q_sa_mean_h,q_next_mean_h,selected,rho_mean,rho_std,rho_cv,rho_d_corr,num_samples,critic_subsample_size,e_weight,selected_low_rho,selected_low_eta,selected_high_eta,selected_random_topk
0,0.4605370209777842,23.819967232848896,2.842533744262674,0.1000478,2.843892191003213,-386.41281892835616,-385.0357793294764,1,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,1,1,0,0
1,0.7019873469688428,24.35734736392116,3.137722083360959,0.0973262,3.0538253649135174,-386.92828949471476,-385.0027308315873,0,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,0,0,1,0
2,0.40687034423842516,22.857200815554936,2.6925904257939193,0.0956896,2.5765287504276233,-386.49577647485614,-385.07099215228556,1,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,1,1,0,1
3,0.42381755965576273,23.220657808211712,2.745883340476934,0.0969402,2.6618645358385673,-386.48110281633853,-385.02168724658725,1,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,1,1,0,1
4,0.41251771453571434,24.518319822252042,2.864349696760919,0.1026222,2.939458380563546,-386.47802110673666,-385.08195707572935,0,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,1,0,1,1
5,0.5509320490654003,23.539801063850756,2.904912155450476,0.1006246,2.923055944467825,-386.77306947486403,-384.9600621776271,0,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,0,0,1,0
6,0.433873818399621,23.10412254325723,2.744286072725344,0.0990486,2.7181766632117688,-386.4734139923859,-385.0497906637716,1,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,1,1,0,1
7,0.39216662783489303,30.611705559140475,3.453337183748941,0.1031184,3.5610256943843983,-386.0336066259861,-385.1261912330413,0,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,0,0,1,1
8,0.3796310625852596,24.95369344126268,2.8750004067115276,0.1016108,2.921310621131775,-386.3764751587343,-385.080892823596,1,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,0,1,0,0
9,0.8977855733011263,48.651871149241934,5.76297268822532,0.1029716,5.9342245912061635,-386.7836019668222,-385.0128896325946,0,3.2023587797517017,0.8798487399206115,0.2747502068588734,0.4916061486199749,50000,2,0.1,0,0,1,0
