head_id,pess_gap_p_h,bellman_err_e_h,rho_h,min_win_rate_d_h,eta_h,q_sa_mean_h,q_next_mean_h,selected,rho_mean,rho_std,rho_cv,rho_d_corr,num_samples,critic_subsample_size,e_weight,selected_low_rho,selected_low_eta,selected_high_eta,selected_random_topk
0,0.3945007809482583,15.782007473966418,1.9727015283449003,0.097807,1.9294399908842976,-395.77671383653404,-394.6058458894897,0,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,0,0,1,0
1,0.46021727224426395,15.084745993788971,1.9686918716231612,0.098771,1.944496454071267,-396.0966399327159,-394.65206611975907,0,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,0,0,1,0
2,0.3412554176272164,14.456771770527288,1.7869325946799453,0.1013586,1.811209679790299,-395.88179074028017,-394.63050713002207,1,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,1,1,0,1
3,0.4930687908258689,15.347108763281106,2.02777966715398,0.101954,2.067402275109941,-396.04603510983947,-394.65344658032893,0,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,0,0,1,1
4,0.3996719179614556,14.691105638727816,1.8687824818342373,0.100914,1.8858629651319057,-396.044883774935,-394.62703309670803,1,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,1,1,0,1
5,0.3565310628154051,15.003925318324773,1.8569235946478824,0.1011538,1.8783485912480704,-395.89451611536623,-394.6095766968238,1,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,1,1,0,0
6,0.5229905049062026,17.00257128690828,2.223247633597031,0.1021356,2.2707270829874213,-396.04605876819727,-394.62407094158766,0,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,0,0,1,1
7,0.4178829398586761,16.546998762657033,2.0725828161243793,0.0998222,2.0688975569875545,-395.76644148329376,-394.6322108955836,0,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,0,0,1,1
8,0.36744626959498033,14.57801009580994,1.8252472791759744,0.0987436,1.8023146921289384,-395.9340868518853,-394.62849823495867,1,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,1,1,0,0
9,0.3936646414035091,15.032536826145302,1.8969183240180394,0.0973402,1.846463905789417,-395.88503372505187,-394.60077789285185,1,1.949980779119953,0.12523442869420423,0.06422341665772198,0.2584551205481937,50000,2,0.1,1,1,0,0
