head_id,pess_gap_p_h,bellman_err_e_h,rho_h,min_win_rate_d_h,eta_h,q_sa_mean_h,q_next_mean_h,selected,rho_mean,rho_std,rho_cv,rho_d_corr,num_samples,critic_subsample_size,e_weight,selected_low_rho,selected_low_eta,selected_high_eta,selected_random_topk
0,0.25281092326307336,17.638322016216954,2.016643124884769,0.101298,2.0428189483638786,-393.74463851894376,-393.1732343073916,1,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,1,1,0,0
1,0.34389182998452233,18.101370439610324,2.154028873945555,0.0996356,2.1461793781109595,-393.7585955015314,-393.1698409140599,0,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,0,0,1,0
2,0.3012673068047529,18.292043427865547,2.130471649591308,0.1009716,2.1511710970216273,-393.77342252192733,-393.1604094500208,0,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,0,0,1,1
3,0.32453883392386496,17.53455254585909,2.077994088509774,0.0975692,2.027482005458078,-393.8802314202261,-393.16053487244966,1,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,1,1,0,1
4,0.41960447141723695,16.670936569880777,2.0866981284053145,0.1011524,2.1107450265625545,-394.08741070859554,-393.2051163357031,1,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,0,1,0,1
5,0.34068963211183606,17.0273055225633,2.0434201843681663,0.0974484,1.9912800758158207,-393.9924333255649,-393.11890682086465,1,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,1,1,0,0
6,0.30493277578363465,18.074240368156804,2.112356812599315,0.1024196,2.1634671816902498,-393.8092730343294,-393.18515141023994,0,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,0,0,1,1
7,0.30856139487743445,17.687017749668172,2.077263169844252,0.102814,2.1357171418719547,-393.932553592273,-393.21290219938277,0,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,1,0,1,1
8,0.33056964776368186,19.264399082876864,2.257009556051368,0.0990398,2.23533752676041,-393.82675266135334,-393.16623117533925,0,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,0,0,1,0
9,0.2988553501269822,17.68219028845213,2.0670743789721953,0.0976514,2.0185268682549675,-393.9045721982038,-393.13573204404474,1,2.102295996717202,0.06404023751391935,0.030462045929450295,-0.018955410018806067,50000,2,0.1,1,1,0,0
